Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere
0131026V;Ecole élémentaire Hubert Nyssen;ECOLE ELEMENTAIRE  PUBLIQUE;HUBERT NYSSEN;Public;;PARADOU;;13520;PARADOU;Paradou;843687.2;6292821.1;EPSG:2154;43.71981832164829;4.782860360640814;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13068;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.7198183216,4.78286036064;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131049V;Ecole élémentaire André Malraux 1;ECOLE ELEMENTAIRE  PUBLIQUE;ANDRE MALRAUX 1;Public;Avenue Jules Rollandin;;;13380;PLAN DE CUQUES;Plan-de-Cuques;899672.9;6253003.0;EPSG:2154;43.34815564912167;5.461739625991915;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13075;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3481556491,5.46173962599;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131054A;Ecole élémentaire Plan d'Orgon;ECOLE ELEMENTAIRE  PUBLIQUE;PLAN D'ORGON;Public;Route des Ecoles;;;13750;PLAN D ORGON;Plan-d'Orgon;861179.9;6303526.4;EPSG:2154;43.81235041732607;5.003189640548486;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13076;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8123504173,5.00318964055;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131078B;Ecole élémentaire robert verrier;ECOLE ELEMENTAIRE  PUBLIQUE;ROBERT VERRIER;Public;Chemin de la Fanée;;;13840;ROGNES;Rognes;889647.5;6287550.6;EPSG:2154;43.661585381787305;5.350889645512402;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13082;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6615853818,5.35088964551;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131102C;Ecole élémentaire Jean Moulin;ECOLE ELEMENTAIRE  PUBLIQUE;JEAN MOULIN;Public;Place Jean Moulin;;;13670;ST ANDIOL;Saint-Andiol;856526.4;6306044.0;EPSG:2154;43.83604625156637;4.946149395581714;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13089;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8360462516,4.94614939558;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131108J;Ecole élémentaire Irène Joliot-Curie;ECOLE ELEMENTAIRE  PUBLIQUE;IRENE JOLIOT CURIE;Public;Boulevard Joliot Curie;;;13250;ST CHAMAS;Saint-Chamas;864577.4;6274323.1;EPSG:2154;43.54887968043746;5.036039663258971;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13092;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5488796804,5.03603966326;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131111M;Ecole maternelle la poudrerie;ECOLE MATERNELLE PUBLIQUE;POUDRERIE (LA);Public;Place de l'Ancienne Poudrerie;;;13250;ST CHAMAS;Saint-Chamas;863996.1;6274445.8;EPSG:2154;43.550117893263625;5.028890379785427;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13092;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5501178933,5.02889037979;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131125C;Ecole maternelle Marie Mauron;ECOLE MATERNELLE PUBLIQUE;MARIE MAURON;Public;Avenue Edouard Herriot;;;13210;ST REMY DE PROVENCE;Saint-Rémy-de-Provence;847794.4;6300711.5;EPSG:2154;43.78995511027169;4.836080208935764;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13100;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.7899551103,4.83608020894;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131131J;Ecole maternelle Pas-Des-Lanciers;ECOLE MATERNELLE PUBLIQUE;PAS-DES-LANCIERS;Public;100  RUE FREDERIC MISTRAL;;;13730;ST VICTORET;Saint-Victoret;883007.4;6258931.8;EPSG:2154;43.40594896974983;5.258480103835065;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13102;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4059489697,5.25848010384;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131153H;Ecole maternelle Capucins;ECOLE MATERNELLE PUBLIQUE;CAPUCINS;Public;187 boulevard des Capucins;;;13300;SALON DE PROVENCE;Salon-de-Provence;869484.4;6284454.8;EPSG:2154;43.63885320275101;5.100050335215194;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13103;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6388532028,5.10005033522;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131174F;Ecole élémentaire Edmond Brun;ECOLE ELEMENTAIRE  PUBLIQUE;EDMOND BRUN;Public;Rue Docteur Villemus;;;13530;TRETS;Trets;917567.9;6264588.8;EPSG:2154;43.44708226015868;5.687060521450813;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13110;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4470822602,5.68706052145;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131181N;Ecole élémentaire  Marcel Pagnol;ECOLE ELEMENTAIRE  PUBLIQUE;MARCEL PAGNOL;Public;Rue des Ecoles Qua Les Logis;;;13770;VENELLES;Venelles;900557.9;6280831.6;EPSG:2154;43.59815266189697;5.483430581981081;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13113;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5981526619,5.48343058198;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131185T;Ecole primaire verquiéres;ECOLE PRIMAIRE PUBLIQUE;VERQUIERES;Public;;VERQUIERES;;13670;VERQUIERES;Verquières;854367.9;6306365.8;EPSG:2154;43.83941668361507;4.919419866046017;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13116;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8394166836,4.91941986605;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131203M;Ecole élémentaire Fenouillères;ECOLE ELEMENTAIRE  PUBLIQUE;FENOUILLERES;Public;41 avenue Henri Poncet;;;13090;AIX EN PROVENCE;Aix-en-Provence;897674.8;6271375.7;EPSG:2154;43.51392516583517;5.444130177010445;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5139251658,5.44413017701;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131238A;Ecole élémentaire Aygalades Oasis;ECOLE ELEMENTAIRE  PUBLIQUE;AYGALADES OASIS;Public;Boulevard de la Padouane;;;13015;MARSEILLE;Marseille 15e  Arrondissement;892029.5;6253346.6;EPSG:2154;43.35334762882963;5.367689780316662;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3533476288,5.36768978032;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131266F;Collège Nathalie Sarraute;COLLEGE;NATHALIE SARRAUTE;Public;400 route D' EOURES;;;13400;AUBAGNE;Aubagne;908166.4;6247750.2;EPSG:2154;43.29849506194962;5.564280295651818;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13005;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2984950619,5.56428029565;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131318M;Collège privé Saint Joseph;COLLEGE PRIVE;ST JOSEPH;Privé;16  COURS ST LOUIS;;;13100;AIX EN PROVENCE;Aix-en-Provence;898332.7;6273227.7;EPSG:2154;43.53039635336774;5.452970618199416;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5303963534,5.4529706182;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131372W;Collège privé Saint Joseph;COLLEGE PRIVE;ST JOSEPH;Privé;61  BOULEVARD VIALA;;;13344;MARSEILLE CEDEX 15;Marseille 15e  Arrondissement;891499.0;6251276.4;EPSG:2154;43.33487537990565;5.360389925458443;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3348753799,5.36038992546;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131379D;Collège privé Notre-Dame de La Jeunesse;COLLEGE PRIVE;NOTRE DAME DE LA JEUNESSE;Privé;59  AVENUE ST MENET CHATEAU REGIS;;;13396;MARSEILLE CEDEX 11;Marseille 11e  Arrondissement;902980.0;6246680.0;EPSG:2154;43.29036875614312;5.500018050750814;MANUEL;BATIMENT;340;COLLEGE;1;OUVERT;13;93;2;13211;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2903687561,5.50001805075;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131388N;Collège privé Sainte Marthe;COLLEGE PRIVE;STE MARTHE;Privé;1 avenue Alphonse Daudet;;61;13150;TARASCON;Tarascon;833524.3;6302416.4;EPSG:2154;43.80813543083017;4.659299793256389;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13108;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8081354308,4.65929979326;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131530T;Ecole élémentaire d'application Chartreux Eugène Cas 2;ECOLE ELEMENTAIRE D'APPLICATION;CHARTREUX EUG. CAS 2 (APPL);Public;217 avenue des Chartreux;;;13004;MARSEILLE;Marseille  4e  Arrondissement;894882.0;6248840.5;EPSG:2154;43.31205497549261;5.401150095394662;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;13;93;2;13204;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3120549755,5.40115009539;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131549N;Lycée général et technologique Frédéric Joliot-Curie;LYCEE GENERAL ET TECHNOLOGIQUE;FREDERIC JOLIOT-CURIE;Public;4  AVENUE DES GOUMS;;;13400;AUBAGNE;Aubagne;907837.8;6247009.9;EPSG:2154;43.29193499896834;5.559939760252504;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;13;93;2;13005;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.291934999,5.55993976025;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131557X;Ecole maternelle Louis Rostand;ECOLE MATERNELLE PUBLIQUE;LOUIS ROSTAND;Public;Rue Bazarde;;;13660;ORGON;Orgon;864230.9;6301465.5;EPSG:2154;43.79310787262348;5.040429893021906;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13067;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.7931078726,5.04042989302;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131559Z;Ecole maternelle Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;Public;Rue du Docteur Schweitzer;;;13200;ARLES;Arles;832519.5;6287651.6;EPSG:2154;43.67549264020448;4.64299960977204;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13004;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6754926402,4.64299960977;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131566G;Ecole élémentaire Marcel Pagnol;ECOLE ELEMENTAIRE  PUBLIQUE;MARCEL PAGNOL;Public;20 rue Séverine;;;13150;TARASCON;Tarascon;833797.6;6303122.2;EPSG:2154;43.814433708476784;4.6628797567344025;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13108;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.8144337085,4.66287975673;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131607B;Collège Georges Brassens;COLLEGE;GEORGES BRASSENS;Public;Avenue du Général de Gaulle;;;13700;MARIGNANE;Marignane;878607.0;6259409.0;EPSG:2154;43.41135891449512;5.204368025670786;MANUEL;BATIMENT;340;COLLEGE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4113589145,5.20436802567;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131608C;Collège Emilie de Mirabeau;COLLEGE;EMILIE DE MIRABEAU;Public;Quartier LA BASTIDE DU TRON;;90;13700;MARIGNANE;Marignane;880295.6;6258639.4;EPSG:2154;43.40401199625373;5.224930185750121;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4040119963,5.22493018575;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131622T;Collège Joseph Lakanal;COLLEGE;JOSEPH LAKANAL;Public;CHEMIN DES FYOLS;;;13400;AUBAGNE;Aubagne;909690.0;6246372.0;EPSG:2154;43.28565731068221;5.582480253858163;Parfaite;Rue;340;COLLEGE;1;OUVERT;13;93;2;13005;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2856573107,5.58248025386;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131631C;Ecole élémentaire Aldéric Chave;ECOLE ELEMENTAIRE  PUBLIQUE;ALDERIC CHAVE;Public;13 rue Alderic Chave;;;13700;MARIGNANE;Marignane;879308.3;6260076.3;EPSG:2154;43.41718342827206;5.213249731101051;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13054;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4171834283,5.2132497311;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131636H;Ecole élémentaire Notre-Dame Limite Fabrettes;ECOLE ELEMENTAIRE  PUBLIQUE;N.D LIMITE FABRETTES;Public;8 traverse de l'Arlésienne;;;13015;MARSEILLE;Marseille 15e  Arrondissement;891277.0;6256660.0;EPSG:2154;43.3833446730215;5.35963758613188;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.383344673,5.35963758613;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131637J;Ecole élémentaire Parc Kalliste;ECOLE ELEMENTAIRE  PUBLIQUE;PARC KALLISTE;Public;Chemin des Bourrely;NOTRE-DAME-DES-LIMITES;;13015;MARSEILLE;Marseille 15e  Arrondissement;891687.0;6256994.0;EPSG:2154;43.38623774738696;5.36481578155842;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3862377474,5.36481578156;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131646U;Ecole maternelle Mazargues Vaccaro;ECOLE MATERNELLE PUBLIQUE;MAZARGUES VACCARO;Public;Boulevard du Maréchal Koening;;;13009;MARSEILLE;Marseille  9e  Arrondissement;895933.5;6241051.0;EPSG:2154;43.24172887271534;5.411167897451254;Parfaite;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13209;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2417288727,5.41116789745;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131648W;Ecole maternelle Rose Val Plan;ECOLE MATERNELLE PUBLIQUE;ROSE VAL PLAN;Public;77 avenue de la Croix Rouge;;;13013;MARSEILLE;Marseille 13e  Arrondissement;897631.3;6251383.9;EPSG:2154;43.33416680997891;5.435969458644216;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.33416681,5.43596945864;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131650Y;Ecole maternelle Parc Kalliste;ECOLE MATERNELLE PUBLIQUE;PARC KALLISTE;Public;;NOTRE DAME LIMITE;;13015;MARSEILLE;Marseille 15e  Arrondissement;891747.0;6256925.0;EPSG:2154;43.38560111889514;5.365530056835108;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13215;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3856011189,5.36553005684;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131701D;Collège Gabriel Péri;COLLEGE;GABRIEL PERI;Public;5  AVENUE JEAN MACE;;59;13541;GARDANNE CEDEX;Gardanne;899987.8;6264701.5;EPSG:2154;43.453259683075466;5.4701298149777315;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13041;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4532596831,5.47012981498;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131707K;Collège Gérard Philipe;COLLEGE;GERARD PHILIPE;Public;QUARTIER DES DEUX PORTES;;;13500;MARTIGUES;Martigues;867025.0;6257358.0;EPSG:2154;43.39572783760718;5.060829624393693;Correcte;Rue;340;COLLEGE;1;OUVERT;13;93;2;13056;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3957278376,5.06082962439;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131709M;Section d'enseignement professionnel du Lycée polyvalent Adam de Craponne;SECTION ENSEIGNT PROFESSIONNEL;ADAM DE CRAPONNE;Public;218  RUE CHATEAU REDON;;55;13665;SALON DE PROVENCE CEDEX;Salon-de-Provence;869362.2;6284010.0;EPSG:2154;43.63488159454359;5.098390461007579;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;13;93;2;13103;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6348815945,5.09839046101;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131746C;Collège Robert Morel;COLLEGE;ROBERT MOREL;Public;RUE ROBERT MARTIN;;;13200;ARLES;Arles;830161.2;6288599.6;EPSG:2154;43.684458660549865;4.6140094254561275;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;13;93;2;13004;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6844586605,4.61400942546;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131799K;Ecole primaire privée Saint Mathieu;ECOLE PRIMAIRE PRIVEE;SAINT MATHIEU;Privé;22 place des Héros;;;13013;MARSEILLE;Marseille 13e  Arrondissement;897898.7;6253397.0;EPSG:2154;43.35219368844342;5.440029799201554;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13213;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3521936884,5.4400297992;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131800L;Ecole primaire privée Notre-Dame Saint Théodore;ECOLE PRIMAIRE PRIVEE;NOTRE-DAME SAINT THEODORE;Privé;46 rue des Dominicaines;;;13001;MARSEILLE;Marseille  1er Arrondissement;893106.9;6247487.2;EPSG:2154;43.30036990340649;5.3787901363513235;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13201;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3003699034,5.37879013635;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131801M;Ecole primaire privée Saint Michel;ECOLE PRIMAIRE PRIVEE;SAINT MICHEL;Privé;185 boulevard Chave;;;13005;MARSEILLE;Marseille  5e  Arrondissement;894646.7;6247014.9;EPSG:2154;43.29570433374008;5.397569972921407;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13205;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2957043337,5.39756997292;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
0131838C;Ecole maternelle Fontvenelle;ECOLE MATERNELLE PUBLIQUE;FONTVENELLE;Public;;FONTVENELLE;;13120;GARDANNE;Gardanne;899100.0;6265349.4;EPSG:2154;43.45933509793756;5.459420515542025;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13041;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4593350979,5.45942051554;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131857Y;Ecole maternelle Les Trois Ponts;ECOLE MATERNELLE PUBLIQUE;TROIS PONTS (LES);Public;32 traverse Chante Perdrix;;;13010;MARSEILLE;Marseille 10e  Arrondissement;897855.0;6244568.0;EPSG:2154;43.27282021499585;5.436133910248119;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13210;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.272820215,5.43613391025;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131888G;Collège Alain Savary;COLLEGE;ALAIN SAVARY;Public;AVENUE DE RADOLFZELL;;50036;13800;ISTRES;Istres;861384.6;6268964.5;EPSG:2154;43.50141629986821;4.994883050428444;Parfaite;Rue;340;COLLEGE;1;OUVERT;13;93;2;13047;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5014162999,4.99488305043;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131908D;Ecole maternelle Giono-Schweitzer;ECOLE MATERNELLE PUBLIQUE;GIONO-SCHWEITZER;Public;5 boulevard Docteur Schweitzer;;;13090;AIX EN PROVENCE;Aix-en-Provence;896488.9;6272237.7;EPSG:2154;43.522006230356325;5.429804380900874;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5220062304,5.4298043809;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131912H;Ecole maternelle Le Petit Prince;ECOLE MATERNELLE PUBLIQUE;PETIT PRINCE (LE);Public;Rue de Wisbech;;;13200;ARLES;Arles;832564.4;6287588.6;EPSG:2154;43.674917475606044;4.643539871671463;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;13;93;2;13004;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.6749174756,4.64353987167;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131923V;Collège Marseilleveyre;COLLEGE;MARSEILLEVEYRE;Public;83  TRAVERSE PARANGON;;;13285;MARSEILLE CEDEX 08;Marseille  8e  Arrondissement;893228.4;6240647.6;EPSG:2154;43.23883962245833;5.377749616457136;Moyenne;Rue;340;COLLEGE;1;OUVERT;13;93;2;13208;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2388396225,5.37774961646;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0131938L;Institut privé Leschi (Ecole secondaire générale);ECOLE 2ND DEGRE GENERAL PRIVEE;INSTITUT LESCHI;Privé;58  COURS JULIEN;;;13006;MARSEILLE;Marseille  6e  Arrondissement;893473.1;6246818.8;EPSG:2154;43.29426063461955;5.383050026434291;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;13;93;2;13206;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.2942606346,5.38305002643;10;HORS CONTRAT;6;MINISTERE DE L'EDUCATION NATIONALE
0132000D;Ecole élémentaire François Césari;ECOLE ELEMENTAIRE  PUBLIQUE;FRANCOIS CESARI;Public;Traverse de l'Ecole;;;13240;SEPTEMES LES VALLONS;Septèmes-les-Vallons;891895.0;6259452.3;EPSG:2154;43.40828741622445;5.368289645435012;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13106;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.4082874162,5.36828964544;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132001E;Section d'enseignement général et professionnel adapté du Collège des Caillols;SEGPA;CLG CAILLOLS (QUARTIER DES);Public;;QUA DES CAILLOLS 66 R SA;;13012;MARSEILLE;Marseille 12e  Arrondissement;898690.6;6248478.7;EPSG:2154;43.307750036552775;5.44790810746731;Correcte;Rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;13;93;2;13212;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.3077500366,5.44790810747;99;SANS OBJET;6;MINISTERE DE L'EDUCATION NATIONALE
0132021B;Ecole primaire privée Sainte Bernadette;ECOLE PRIMAIRE PRIVEE;SAINTE BERNADETTE;Privé;5 rue de l'Eglise;;;13080;AIX EN PROVENCE;Aix-en-Provence;893214.3;6270030.9;EPSG:2154;43.50305944667813;5.388509993305006;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;13;93;2;13001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;Aix-Marseille;43.5030594467,5.38850999331;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;6;MINISTERE DE L'EDUCATION NATIONALE
